1360,6,2,2,9,10,0,0,1,0,1,0,1,0,6.939333106,7242,1,3,595249.3498
4272,5,2,3,24,8,1,0,0,1,1,1,1,0,0.400918257,7729,3,3,1571208.088
3592,1,4,3,4,20,0,1,1,1,0,1,0,1,6.292386197,1081,1,2,1379942.629
966,5,2,2,6,14,1,0,0,0,0,1,1,0,8.964111766,8912,2,3,436781.8757
4926,4,3,1,18,9,0,0,0,0,1,0,1,1,2.843309136,8146,3,2,1792424.715
3944,1,2,3,3,13,1,0,1,1,0,1,0,1,1.994569411,4739,2,1,1493336.179
3671,1,4,3,9,18,1,1,1,1,0,1,1,0,2.689809039,2082,2,3,1327557.94
3419,5,2,1,17,8,0,0,0,0,0,1,0,0,2.740445184,7689,2,2,1276640.161
630,5,1,1,24,19,0,1,1,0,0,1,1,1,9.582024327,791,2,2,247724.6246
2185,3,2,3,29,17,0,1,0,0,0,0,0,0,9.172105129,4321,3,1,755324.7664
1269,5,1,2,27,10,1,1,0,0,0,0,1,1,3.867075122,4131,2,2,518418.1995
2891,1,2,1,24,27,1,0,1,1,0,1,0,0,5.058019698,9749,2,3,1021029.295
2933,6,3,3,29,3,1,0,1,1,0,0,0,1,5.866808528,8279,1,1,1205066.809
1684,5,3,2,2,29,0,0,0,1,1,1,1,1,5.204237482,6335,1,2,751413.8139
3885,6,1,2,8,23,1,0,0,0,1,1,1,0,9.554124713,823,2,1,1479519.372
4617,6,1,2,11,8,0,1,1,0,0,0,0,0,4.556684171,2200,1,3,1722028.289
3404,3,4,3,7,7,1,1,1,1,1,0,0,0,0.028813528,9590,1,3,1373794.721
974,2,2,3,5,5,1,1,1,1,0,1,1,0,2.950153561,7508,3,2,420106.7503
1582,6,4,1,6,7,1,1,0,1,1,0,0,0,7.551947521,3338,1,3,692354.5199
3058,4,4,1,6,27,1,1,1,0,0,0,1,0,2.077424838,3021,3,3,1129760.199
2547,6,3,2,37,29,1,1,0,1,0,1,1,1,1.442552872,4591,2,2,913749.5978
3247,1,4,2,8,27,0,0,1,0,1,0,0,1,9.930420256,4055,2,3,1118013.155
1475,3,3,3,0,17,0,0,1,1,1,0,0,0,0.449750245,2554,1,3,641203.713
2306,4,4,3,19,21,1,1,1,1,0,0,0,1,7.452290734,7100,3,2,877987.1403
689,5,1,1,15,11,1,0,0,1,0,0,0,1,8.289074562,4368,1,2,330346.009
3234,6,4,1,25,5,0,1,0,0,1,0,1,0,1.844554329,1057,1,3,1252092.052
3505,5,2,3,11,2,0,1,0,1,1,1,1,1,7.593925997,6889,2,1,1383424.862
2399,2,3,2,19,16,1,0,1,1,1,0,1,1,1.185168459,1849,3,1,938111.9922
1767,5,1,2,29,24,1,1,1,0,1,1,1,1,0.519382522,1409,1,2,685679.554
2028,4,2,1,22,12,1,1,1,1,0,0,1,0,8.261484521,3672,3,2,747385.4544
3702,3,1,1,36,26,0,1,0,0,0,1,0,1,5.372646146,1850,1,3,1268716.195
4056,2,2,2,29,18,0,1,1,0,0,1,0,0,8.966306715,266,2,2,1415299.861
4390,4,3,3,14,24,1,1,1,0,1,1,0,1,6.830367203,8439,1,2,1648865.985
1146,3,1,2,24,29,0,0,1,0,1,1,1,0,3.031332112,3272,3,1,372672.66
3388,4,3,2,35,3,1,1,0,1,1,1,1,1,7.225413668,9306,3,2,1190614.22
2935,5,1,2,27,1,1,0,1,0,0,1,0,1,3.458921619,7402,2,2,1109783.698
1100,4,1,1,16,28,0,0,1,1,1,1,1,0,5.688091407,8629,2,1,466366.3192
2863,2,3,2,13,3,0,0,1,1,0,1,1,0,0.898721915,6958,2,3,1077350.287
2561,4,1,2,34,25,1,0,0,0,1,1,0,1,1.145359284,8906,1,1,1004330.139
741,1,4,2,17,19,1,1,0,0,0,1,0,1,1.861124558,6760,2,1,312536.3474
2541,5,2,2,8,24,1,1,0,0,0,1,1,0,1.352878145,792,3,3,916215.4091
3324,4,2,3,25,6,1,1,0,0,0,1,0,0,0.459313913,7321,1,1,1338567.55
3112,3,4,3,36,18,1,0,0,1,0,1,0,1,6.409744776,5056,2,2,1150308.367
1863,5,2,1,30,22,0,1,1,1,1,0,1,1,9.46637583,6473,2,2,669676.0712
1978,6,1,2,27,28,1,0,1,0,0,0,1,0,8.036417895,9441,3,1,714373.1746
3056,3,1,3,15,23,1,0,1,0,0,1,1,0,2.254841596,3995,1,3,1174223.105
1275,2,1,1,22,5,1,0,0,0,0,1,1,1,0.312790077,5565,3,1,472369.5527
4514,6,3,2,2,26,0,1,0,1,0,0,0,1,9.581051157,147,2,3,1665239.605
534,6,1,2,36,4,1,0,0,1,0,0,0,0,9.127953011,6897,1,2,277035.8497
3652,6,1,2,23,4,0,1,0,0,0,0,1,0,3.923358153,7051,3,1,1344454.549
2455,1,3,2,4,24,0,0,0,1,1,1,1,0,0.712008314,9756,3,2,885472.9241
2085,4,1,3,1,27,1,1,0,0,1,1,1,1,8.114798804,4612,2,3,782131.2111
4443,5,3,3,30,5,1,1,0,1,1,0,0,1,7.410802377,5460,2,3,1669543.204
3573,4,3,2,39,20,0,1,0,0,0,1,0,0,2.206419526,7410,2,1,1307386.572
1521,4,3,2,29,24,1,0,1,0,0,1,0,1,2.462809565,9833,2,2,560199.5257
3961,5,3,1,26,20,1,0,0,1,1,0,1,0,6.752037141,5773,1,2,1491847.782
3113,6,3,3,38,2,1,1,0,1,0,1,1,0,9.874535144,6074,3,2,1118347.326
4343,6,2,2,8,16,1,0,0,1,1,0,1,1,3.189844381,8142,3,2,1594676.061
2000,1,2,1,28,23,1,0,0,0,0,0,0,1,2.000321979,5740,2,3,676244.456
661,1,1,1,36,8,1,0,0,0,1,0,0,0,3.605071869,5596,1,2,252584.1063
4797,2,4,2,14,20,1,1,1,0,1,0,1,0,3.671391462,7065,2,3,1755463.255
2481,5,1,3,29,22,0,1,0,1,1,1,1,0,5.038561737,5498,3,2,885112.8387
1495,5,4,1,22,14,1,1,0,0,0,0,0,0,7.402413495,2933,2,3,592537.3183
3842,3,4,1,20,25,0,1,1,0,1,1,0,1,0.08137671,8795,1,1,1505338.629
4298,3,4,1,18,19,1,0,1,0,1,0,0,1,8.124158285,1356,2,3,1529706.322
1775,3,1,1,13,19,0,1,1,0,0,1,0,1,4.426639389,5390,1,1,784511.1947
1516,1,1,1,1,7,0,1,1,1,1,1,0,1,8.942499602,3898,2,1,632808.4909
837,2,4,2,10,10,0,0,1,0,0,0,0,1,8.704077191,6115,2,2,381329.2972
1378,2,1,1,31,11,0,1,1,0,1,0,1,0,3.365115503,6319,3,3,447517.8091
1576,6,3,3,8,3,0,0,1,0,1,1,1,0,7.460471814,1391,1,2,705158.1522
4493,4,2,3,29,7,1,0,0,0,1,0,1,0,9.007843012,8486,1,2,1666637.103
879,2,2,1,33,19,0,1,1,1,0,0,1,1,4.165095422,6508,1,3,292097.5375
992,3,2,1,33,25,0,0,1,0,0,0,1,0,4.038321367,2546,1,1,416044.7384
2562,5,4,1,33,3,1,0,0,1,0,1,0,1,9.012291744,3315,2,2,948927.4262
4384,4,3,2,38,11,0,1,0,0,0,1,1,0,5.088079183,3154,1,1,1625310.632
564,6,2,1,1,1,1,0,0,1,1,1,1,0,2.243866108,2576,3,3,312012.6823
3068,1,3,2,10,18,1,0,0,0,0,0,0,1,6.869425655,1692,3,1,1110775.873
2527,2,2,1,14,8,1,0,0,0,0,1,0,1,4.660949476,5639,1,1,1005465.474
3195,6,3,2,37,2,0,0,1,0,0,1,1,1,1.51471456,7189,3,3,1162793.472
1995,5,1,2,24,8,0,0,0,0,1,1,0,1,5.726353045,6359,1,1,825009.6955
891,3,1,1,35,17,1,0,1,0,0,0,0,1,1.326412596,9258,1,3,380009.6821
4974,1,3,1,23,6,1,0,1,0,1,1,1,0,8.312059302,1094,1,3,1780260.914
4061,1,3,1,14,6,0,0,0,1,1,1,0,0,7.472235443,3897,2,1,1517949.56
2778,2,4,1,14,25,0,0,1,1,1,1,0,0,5.698627001,8529,3,1,1034454.118
3599,5,3,2,29,16,1,0,0,1,1,0,1,1,2.056424307,5005,1,2,1376262.956
700,3,4,1,29,21,0,0,1,1,0,1,1,0,5.402351775,5338,3,3,206797.6442
3604,3,2,3,2,13,0,1,1,0,0,0,1,0,9.991569428,6434,1,3,1316937.988
2954,3,1,3,1,6,0,0,1,0,0,0,1,1,6.009780266,7920,1,2,1172556.139
4145,3,2,1,24,25,1,0,0,1,0,0,0,1,9.228592918,8013,1,2,1513372.868
1304,2,4,2,6,5,0,0,1,0,0,1,1,1,9.977990344,3213,3,2,514140.4556
3231,6,1,3,35,6,0,1,1,1,1,1,1,1,5.704067946,9343,2,3,1208398.712
3273,6,2,2,26,18,1,1,1,0,1,1,1,1,4.041697436,685,2,1,1263335.133
2070,6,2,1,6,3,1,0,1,1,1,0,1,1,8.901964115,8776,2,2,862984.9353
3190,2,3,1,8,21,1,1,0,0,0,1,1,1,6.370554863,9103,3,3,1133907.277
4340,5,1,1,4,16,0,0,0,1,1,1,1,0,8.507652373,7753,1,3,1627279.397
1528,4,2,3,29,11,1,1,1,1,0,0,0,1,8.766665393,9100,3,2,531972.1951
1002,2,3,1,16,14,0,0,0,0,1,0,1,0,2.114921138,5597,3,2,357244.5655
4993,3,3,2,27,18,0,0,1,0,0,1,1,0,4.50506328,343,3,2,1756339.366
1370,6,3,2,9,18,1,0,0,0,0,1,0,0,5.429518928,8788,3,1,580426.0683
4988,6,4,2,2,27,0,0,0,0,1,1,1,0,1.537491119,9854,1,2,1941072.059
706,5,4,1,10,3,0,1,1,0,1,0,1,1,4.812323806,1424,1,1,433888.6209
1984,3,3,2,24,4,1,1,0,1,0,1,0,0,0.025519025,219,2,2,775698.2984
